Số TT,Mã MH,Tên MH (Tiếng Việt),Tên MH (Tiếng Anh),Còn mở lớp,Đơn vị quản lý chuyên môn,Loại MH,Mã cũ,Mã môn học tương đương,Mã môn học tiên quyết,Mã môn học trước,Số TCLT,Số TCTH
1,ACCT3603,Hệ thống thông tin kế toán,Accounting Information systems,,HTTT,CN,,,,,3,0
2,ACCT5123,Hoạch định nguồn lực doanh nghiệp,Enterprise Resource Planning,,HTTT,CSN,,,,,3,0
3,ADENG1,Tiếng Anh tăng cường 1,Intensive English 1,,HTTT,ĐC,ENG11,ENG04,,,0,0
4,ADENG2,Tiếng Anh tăng cường 2,Intensive English 2,,HTTT,ĐC,ENG12,,,,0,0
5,ADENG3,Tiếng Anh tăng cường 3,Intensive English 3,,HTTT,ĐC,,ENG05,ADENG2,,0,0
6,ADENG4,Tiếng Anh tăng cường 4,Intensive English 4,,HTTT,ĐC,,ENG03,ADENG3,,0,0
7,AI001,Giới thiệu ngành Trí tuệ nhân tạo,Introduction to AI programs,,KHMT,ĐC,,CS005IE005IS005SE005CE005NT005NT015EC005DS005,,,1,0
8,AI002,Tư duy Trí tuệ nhân tạo,Artificial Intelligence Thinking,,KHMT,ĐC,,,,,3,1
9,AI301,Khởi nghiệp và sáng tạo,,,KHMT,CN,,,,,2,0
10,AI302,Kỹ thuật viết báo cáo và trình bày,,,KHMT,CN,,,,,2,0
11,AI505,Khoá luận tốt nghiệp,Thesis,,KHMT,TN,,,,,10,0
12,BCH058,Kỹ năng truyền thông giao tiếp,Communication techniques,,PĐTĐH,CN,,,,,1,1
13,BOQC1,Nhập môn máy tính lượng tử,Basic of Quantum Computer,,BMTL,BT,,,,,0,0
14,BUS1125,Khởi nghiệp kinh doanh,Entrepreneurship,,PĐTĐH,CN,,,,,2,1
15,CARC1,Kiến trúc máy tính,Computer Architecture,,KTMT,ĐC,,IT006,,,3,0
16,CE005,Giới thiệu ngành Kỹ Thuật Máy tính,Introduction to Computer Engineering,,KTMT,ĐC,,CS005IE005IS005SE005NT005NT015EC005DS005AI001,,,1,0
17,CE006,Giới thiệu ngành Thiết kế vi mạch,Introduction to IC Design program,,KTMT,ĐC,,,,,1,0
18,CE101,Lý thuyết mạch điện,Theory of electrical circuits,,KTMT,CSN,,CE121,,,4,0
19,CE102,Hệ thống số,Digital systems,,KTMT,CN,,PH002,,,3,1
20,CE103,Vi xử lý-vi điều khiển,Microprocessors and microcontrollers,,KTMT,CSN,,,,IT006,3,1
21,CE104,Các thiết bị và mạch điện tử,Electronic devices and circuits,,KTMT,CSN,,CE124,,PH001CE101,3,0
22,CE105,Xử lý tín hiệu số,Digital signal processing,,KTMT,CSN,CE205,CE205,,MA001MA002MA003,3,1
23,CE106,Thiết kế vi mạch với HDL,Digital Circuit Design with HDL,,KTMT,CN,,CE221,,,3,1
24,CE107,Hệ thống nhúng,Embedded systems,,KTMT,CSN,,CE224,,IT001IT006CE103,3,1
25,CE108,Hệ điều hành nâng cao,Advanced operating systems,,KTMT,CN,,,,,3,0
26,CE109,Lập trình nhúng căn bản,Introduction to embedded-system programming,,KTMT,CN,,CE211,,,2,1
27,CE110,Lập trình hệ thống với Java,System Programming with Java,,KTMT,CN,,CE315,,,3,1
28,CE111,Kiến trúc máy tính nâng cao,Advanced computer architecture,,KTMT,CĐTN,,,,IT006,2,1
29,CE112,Đồ án môn học thiết kế mạch,Circuit design project,,KTMT,ĐA,,CE201,,,0,2
30,CE113,Điều khiển tự động,Automatic Control,,KTMT,CN,,CE212,,,3,0
31,CE114,Lập trình trên thiết bị di động,Mobile device application development,,KTMT,CN,,NT118,,,2,1
32,CE115,Thiết kế mạng,Network design,,KTMT,CN,,NT113,,,3,1
33,CE116,Đồ án môn học ngành KTMT,Information engineering project,,KTMT,ĐA,,CE206,,,0,2
34,CE117,Thực hành điện- điện tử,Basic electrical and electronic laboratory,,KTMT,CSN,,CE124,,PH001CE101,0,1
35,CE118,Thiết kế luận lý số,Digital logic design,,KTMT,CSN,,,,PH002,3,1
36,CE119,Thực hành Kiến trúc máy tính,Computer architecture laboratory,,KTMT,CSN,,,,PH002,0,1
37,CE121,Lý thuyết mạch điện,Theory of electrical circuits,,KTMT,CSN,,CE101,,,3,1
38,CE122,Phân tích mạch kỹ thuật,Engineering Circuit Analysis,,KTMT,CN,,,,,3,1
39,CE124,Các thiết bị và mạch điện tử,Electronic devices and circuits,,KTMT,CSN,,CE104,,CE121,3,1
40,CE201,Đồ án 1,Project 1,,KTMT,ĐA,,,,PH002CE103CE121,0,2
41,CE202,An toàn mạng máy tính,Network security,,KTMT,CN,,NT101,,,3,0
42,CE203,Điều khiển tự động nâng cao,Advanced automatic control,,KTMT,CĐTN,,CE317,,,3,0
43,CE204,Thiết kế và lập trình Web,Web design and programming,,KTMT,CN,CE305,,,,3,0
44,CE205,Xử lý tín hiệu số,Digital signal processing,,KTMT,CN,,,,,3,1
45,CE206,Đồ án 2,Project 2,,KTMT,ĐA,,CE116,,PH002CE103CE121,0,2
46,CE211,Lập trình nhúng căn bản,Introduction to embedded-system programming,,KTMT,CN,,CE232,,CE107,3,1
47,CE212,Điều khiển tự động,Automatic control,,KTMT,CN,CE113,,,MA003MA006,3,1
48,CE213,Thiết kế hệ thống số với HDL,Digital System Design with HDL,,KTMT,CSN,,,,PH002CE118,3,1
49,CE219,Tương tác người - máy,Human-computer interaction,,KTMT,CN,,CE405,,,3,0
50,CE221,Thiết kế vi mạch với HDL,Digital circuit design with HDL,,KTMT,CN,,CE213,,PH002CE118,3,1
51,CE222,Thiết kế vi mạch số,Digital IC design,,KTMT,CN,,CE302,,CE118,3,1
52,CE224,Thiết kế hệ thống nhúng,Embedded System Design,,KTMT,CN,,,,CE103,3,1
53,CE232,Thiết kế hệ thống nhúng không dây,Wireless Embedded Systems Design,,KTMT,CN,,,,CE224,3,1
54,CE233,Kỹ thuật Robot,Robot principle and Design,,KTMT,CN,,,,MA003,3,1
55,CE301,Hệ thống chứng thực số,Digital identification systems,,KTMT,CN,,,,,3,0
56,CE302,Thiết kế vi mạch,Circuits design,,KTMT,CN,,CE222,,,2,1
57,CE303,Robot công nghiệp,Industrial robotics,,KTMT,CN,,,,MA001MA002CE101CE212CE107,3,0
58,CE3031,Công nghệ cảm biến,Sensor Technologies,,KTMT,CN,,,,MA006MA003CE121,3,1
59,CE304,Robot công nghiệp,Industrial Robotics,,KTMT,CNTC,,,,CE121CE224MA001MA002,3,1
60,CE306,Thị giác máy tính,Computer vision,,KTMT,CN,,,,,3,0
61,CE312,Hệ thống thời gian thực,Real-time systems,,KTMT,CN,,,,IT006IT007CE103CE211,3,0
62,CE313,Xử lý song song và hệ thống phân tán,Parallel processing and distributed systems,,KTMT,CN,CE311,,,IT001IT006,3,0
63,CE314,Trình biên dịch,Principles of compiler design,,KTMT,CN,,,,CE103MA004,3,0
64,CE315,Lập trình hệ thống với Java,System programming with Java,,KTMT,CN,CE110,,,,2,1
65,CE316,Logic mờ và ứng dụng,Fuzzy logic and applications,,KTMT,CN,,CS405,,MA004,3,0
66,CE317,Điều khiển tự động nâng cao,Advanced automatic control,,KTMT,CN,CE203,,,MA001MA002MA003MA004CE101CE104CE212,3,0
67,CE318,Trình biên dịch,Compiler,,KTMT,CNTC,,CE314,,IT006IT007,3,1
68,CE319,Logic mờ và ứng dụng,Fuzzy Logic and Its Applications,,KTMT,CNTC,,,,MA004,3,1
69,CE320,Logic mờ cho ứng dụng hệ thống nhúng,Fuzzy Logic and Applications,,KTMT,CN,,,,,3,1
70,CE321,Kỹ thuật chế tạo vi mạch,Integrated circuit fabrication,,KTMT,CN,CE404,,,CE222,3,0
71,CE322,Thiết kế vi mạch hỗn hợp,Mixed-signal integrated circuit design,,KTMT,CN,,,,CE222,2,1
72,CE323,Kĩ thuật thiết kế mạch in,Printed circuit board design,,KTMT,CN,,,,CE101CE104CE103,2,1
73,CE324,Thiết kế vi mạch tương tự,Analog integrated circuit design,,KTMT,CN,,,,CE104CE221,2,1
74,CE325,Thiết kế dựa trên vi xử lý,Microprocessor-based system design,,KTMT,CN,,CE335,,IT001IT006IT003,2,1
75,CE326,Tự động hóa thiết kế vi mạch,Circuit-design automation,,KTMT,CN,,,,CE221,2,1
76,CE327,Tối ưu hóa dựa trên FPGA,FPGA-based optimization,,KTMT,CN,,CE337,,CE118IT006CE221,3,0
77,CE331,Kỹ thuật chế tạo vi mạch,Integrated Circuit Fabrication,,KTMT,CNTC,,CE321,,CE222,3,1
78,CE332,Thiết kế vi mạch hỗn hợp,Mixed Signal Integrated Circuit Design,,KTMT,CNTC,,CE322,,CE222,3,1
79,CE333,Tiếng Anh chuyên ngành Kỹ thuật Máy tính,Technical English for Computer Engineering,,KTMT,CN,,,,ENG03IT007,4,0
80,CE334,Thiết kế vi mạch tương tự,Analog Integrated Circuit Design,,KTMT,CNTC,,CE324,,CE124CE213,3,1
81,CE335,Thiết kế dựa trên vi xử lý,Microprocessor-based Design,,KTMT,CNTC,,CE325,,IT006IT003IT001,3,1
82,CE336,Tự động hóa thiết kế vi mạch,Electronic Design Automation,,KTMT,CNTC,,CE326,,CE118CE213,3,1
83,CE337,Tối ưu hóa dựa trên FPGA,FPGA-optimized Design,,KTMT,CNTC,,CE327,,IT006CE118CE213,3,1
84,CE338,Hệ thống thời gian thực,Real-time Systems,,KTMT,CNTC,,,,IT006IT007,3,1
85,CE339,Công nghệ IoT và Ứng dụng,IoT Technology and Its Applications,,KTMT,CN,,,,CE103CE224,3,1
86,CE340,Trí tuệ nhân tạo cho hệ thống nhúng,Artificial Intelligence for Embedded System,,KTMT,CN,,,,,3,1
87,CE341,Lập trình nhúng trên các thiết bị di động,Embedded Programming on Mobility Devices,,KTMT,CN,,,,,3,1
88,CE342,Hệ thống thông minh,Smart System,,KTMT,CN,,,,CE224,3,1
89,CE343,Trí tuệ nhân tạo cho xe tự hành,Artificial Intelligence for Autonomous Vehicles,,KTMT,CN,,,,,3,1
90,CE344,Trí tuệ nhân tạo cho IoT,Artificial Intelligence for IoT,,KTMT,CN,,,,,3,1
91,CE345,Kiến trúc IoT: Giao thức mạng và bảo mật,IoT architecture: Network protocol and security,,KTMT,CN,,,,,3,1
92,CE346,Thiết kế Antenna tích hợp cho thiết bị IoT,Antenna Design for IoT,,KTMT,CN,,,,,3,1
93,CE347,Điều khiển thông minh cho robot,Robot intelligent control,,KTMT,CN,,,,MA003,3,1
94,CE401,Kỹ thuật hệ thống máy tính,Computer system engineering,,KTMT,CĐTN,,,,IT006IT007,3,0
95,CE402,Các hệ điều hành nhúng,Embedded operating systems,,KTMT,CĐTN,,,,IT007IT006CE107,3,1
96,CE403,Thiết kế số,Digital design,,KTMT,CĐTN,,,,PH002IT006CE221,3,1
97,CE404,Kỹ thuật chế tạo vi mạch,Integrated Circuit Fabrication,,KTMT,CĐTN,,CE321,,,3,0
98,CE405,Tương tác người máy,Human-computer interaction,,KTMT,CĐTN,CE219,,,,3,0
99,CE406,Tương tác người – Máy,Humans Computer Interaction,,KTMT,CNTC,,,,CE103,3,1
100,CE407,Đồ án chuyên ngành Hệ thống nhúng và Robot,Major Project on Embedded System and Robot Design,,KTMT,CĐTN,,,,IT006,0,2
101,CE408,Đồ án chuyên ngành Thiết kế vi mạch và phần cứng,Major Project on IC and Computer Hardware Design,,KTMT,CĐTN,,,,CE201CE206CE213,0,2
102,CE409,Kỹ thuật thiết kế kiểm tra,ASIC Verification Methodology,,KTMT,CN,,,,CE118CE213,3,1
103,CE410,Kỹ thuật hệ thống máy tính,Computer System Engineering,,KTMT,CĐTN,,,,CE118CE224,3,1
104,CE411,Chuyên đề hệ thống nhúng và robot,Embedded systems and robotics,,KTMT,CĐTN,,,,CE107,3,1
105,CE412,Đồ án chuyên ngành Hệ thống nhúng và IoT,Major Project on Embedded System and IoT Design,,KTMT,CN,,,,CE224,0,2
106,CE413,Đồ án chuyên ngành Robotics và AI,Major Project on Robotcis and AI,,KTMT,CN,,,,CE103CE224,0,2
107,CE421,Chuyên đề thiết kế vi mạch và phần cứng,IC and hardware designs,,KTMT,CĐTN,,,,CE118CE221CE222,3,1
108,CE430,Lập trình hệ thống,System programming,,KTMT,CNTC,,,,,3,1
109,CE432,Thiết kế vi mạch hướng ASIC,ASIC Design,,KTMT,CNTC,,,,CE118CE213,3,1
110,CE433,Thiết kế hệ thống SoC,System-on-Chip (SoC) Design,,KTMT,CNTC,,,,CE118IT006,3,1
111,CE434,Chuyên đề thiết kế hệ vi mạch 1,Seminar on IC Design 1,,KTMT,CNTC,,,,CE213,3,1
112,CE435,Chuyên đề thiết kế hệ vi mạch 2,Topics on IC and Hardware Design 2,,KTMT,CNTC,,,,CE213,3,1
113,CE436,Xử lý tín hiệu số và ứng dụng,Digital Signal Processing and Application,,KTMT,CNTC,,,,MA003MA006,3,1
114,CE437,Chuyên đề thiết kế hệ thống nhúng 1,Topics on Embedded systems and robot 1,,KTMT,CNTC,,,,CE103,3,1
115,CE438,Chuyên đề thiết kế hệ thống nhúng 2,Topics on Embedded systems and robot 2,,KTMT,CNTC,,,,CE103,3,1
116,CE439,Lập trình song song và hệ phân tán,Parallel Programming & Distributed Systems,,KTMT,CNTC,,,,IT001IT006,3,1
117,CE440,Hệ thống định vị với ứng dụng AI,Indoor-and-Outdoor Localization System with AI Applications,,KTMT,CN,,,,,3,1
118,CE441,Chuyên đề thiết kế Robotics và AI 1,,,KTMT,CN,,,,CE103CE224,3,1
119,CE442,Chuyên đề thiết kế Robotics và AI 2,,,KTMT,CN,,,,CE103CE224,3,1
120,CE501,Thực tập doanh nghiệp,Internship,,KTMT,TTTN,,,,,0,3
121,CE502,Thực tập doanh nghiệp,Internship,,KTMT,TTTN,,CE501,,,2,0
122,CE505,Khóa luận tốt nghiệp,Thesis,,KTMT,KLTN,,,,CE206,10,0
123,CE506,Luận văn chuyên sâu đặc thù,Thesis,,KTMT,CN,,,,,0,14
124,CM101,Quản lý giao tiếp,Communication management,,HTTT,ĐC,,,,,3,0
125,CNBU001,Mạng máy tính,Networking,,MMT&TT,CN,,CSBU105,,,3,1
126,CNBU002,Bảo mật,Security,,MMT&TT,CN,,,,,3,1
127,CNBU003,Dự án nghiên cứu,Computing Research Project,,MMT&TT,CN,,CSBU009,,,4,4
128,CNBU004,Thiết kế và phát triển website,Website Design and Development,,MMT&TT,CN,,CSBU103,,,3,1
129,CNBU005,Internet of Things,Internet of Things,,MMT&TT,CN,,,,,3,1
130,CNBU006,An toàn mạng máy tính,Network Security,,MMT&TT,CN,,,,,3,1
131,CNBU007,Pháp chứng kỹ thuật số,Forensics,,MMT&TT,CN,,,,,3,1
132,CNBU008,Quản lý an toàn thông tin,Information Security Management,,MMT&TT,CN,,,,,3,1
133,CNBU009,Thực tập,Internship,,MMT&TT,TTTN,,,,,0,0
134,CNBU201,Công nghệ mạng không dây,Wireless Networking Technologies,,MMT,CN,,,,,40,25
135,CNBU202,Hệ thống tường lửa nâng cao,Advanced Firewall Systems,,MMT,CN,,,,,40,25
136,CNBU203,An toàn mạng máy tính,Network Security,,MMT,CN,,,,,40,25
137,CNBU204,Ethical Hacking,Ethical Hacking,,MMT,CN,,,,,40,25
138,CNBU205,Dự án cá nhân,Individual Honours Project,,MMT,CN,,CSBU205,,,40,25
139,CNET1,Mạng máy tính,Computer networks,,MMT&TT,ĐC,,IT005,,,3,1
140,CS003,Máy học nâng cao,Advanced machine learning,,KHMT,CN,,CS315,,,3,0
141,CS004,Máy học trong xử lý ngôn ngữ tự nhiên,Machine learning in NLP,,KHMT,CN,,,,,3,0
142,CS005,Giới thiệu ngành Khoa học Máy tính,Introduction to Computer Science programs,,KHMT,ĐC,,IE005IS005SE005CE005NT005NT015EC005DS005AI001,,,1,0
143,CS013,Máy học nâng cao,Advanced machine learning,,KHMT,CN,,CS315,,,3,1
144,CS014,Máy học trong xử lý ngôn ngữ tự nhiên,Machine learning in NLP,,KHMT,CN,,CS324,,,3,1
145,CS019,Chuyên đề ứng dụng Trí tuệ nhân tạo,Applied artificial intelligence,,KHMT,CN,,,,,4,0
146,CS101,Nguyên lý và phương pháp lập trình,Principles and Techniques of Programming,,KHMT,CN,,CS111,,,3,0
147,CS102,Phân tích & thiết kế thuật toán,Design and analysis of algorithms,,KHMT,CN,,CS112,,,3,0
148,CS103,Cơ sở lập trình,Introduction to programming,,KHMT,CN,,CS111CS511SE330,,,4,0
149,CS104,Nhập môn công nghệ phần mềm,Software engineering,,KHMT,CN,,SE104,,,3,0
150,CS105,Đồ họa máy tính,Computer graphics,,KHMT,CSN,,CS113,,,3,1
151,CS106,Trí tuệ nhân tạo,Artificial intelligence,,KHMT,CSN,,,,IT003,3,1
152,CS107,Các hệ cơ sở tri thức,Knowledge-Based Systems,,KHMT,CN,,CS217,,,4,0
153,CS108,Lý thuyết thông tin,Information theory,,KHMT,CN,,NT104,,,3,0
154,CS109,Máy học,Machine learning,,KHMT,CN,,CS110,,,4,0
155,CS110,Nhập môn công nghệ tri thức & máy học,Introduction to knowledge engineering and machine learning,,KHMT,CSN,,CS114,,,3,1
156,CS111,Nguyên lý và phương pháp lập trình,Principles and techniques of programming,,KHMT,CSN,CS101,,,IT003,3,1
157,CS1113,Khoa học máy tính I,Computer science 1,,HTTT,ĐC,CSC11,CS2134,,,3,1
158,CS112,Phân tích và thiết kế thuật toán,Design and analysis of algorithms,,KHMT,CSN,,,,IT001IT003,3,1
159,CS113,Đồ họa máy tính và Xử lý ảnh,Computer Graphic and Digital Image Processing,,KHMT,CSN,,CS105,,IT001IT003,3,1
160,CS114,Máy học,Machine learning,,KHMT,CN,,DS102,,IT001MA003MA004,3,1
161,CS115,Toán cho Khoa học máy tính,Mathematics for Computer Science,,KHMT,CN,,,,IT001,4,0
162,CS116,Lập trình Python cho Máy học,Machine Learning with Python,,KHMT,CN,,,,IT001IT002,3,1
163,CS117,Tư duy tính toán,Computational Thinking,,KHMT,CN,,,,,3,1
164,CS210,Xử lý ngôn ngữ tự nhiên nâng cao,Advanced natural language processing,,KHMT,CN,,,,,4,0
165,CS211,Trí tuệ nhân tạo nâng cao,Advanced artificial intelligence,,KHMT,CN,,,,CS106,3,1
166,CS212,Xử lý ngôn ngữ tự nhiên,Natural Language Processing,,KHMT,CN,,,,,3,1
167,CS213,Ngôn ngữ học máy tính,Computational linguistics,,,CN,,CS226,,,4,0
168,CS2133,Khoa học máy tính II,Computer science 2,,HTTT,ĐC,CSC12,CS2134,,CS1113,3,1
169,CS2134,Khoa học máy tính,Computer Science,,HTTT,ĐC,,,,,3,1
170,CS214,Biểu diễn tri thức và suy luận,Knowledge representation and reasoning,,KHMT,CN,,,,,3,1
171,CS217,Các hệ cơ sở tri thức,Knowledge-based systems,,KHMT,CN,CS107,,,IT002IT003,3,1
172,CS221,Xử lý ngôn ngữ tự nhiên,Natural language processing,,KHMT,CN,,,,IT001MA003MA004,3,1
173,CS222,Xử lý ngôn ngữ tự nhiên nâng cao,Advanced natural language processing,,KHMT,CN,,,,CS221,3,1
174,CS223,Máy học nâng cao,Advanced machine learning,,KHMT,CN,,CS315,,,3,1
175,CS224,Máy học xử lý ngôn ngữ tự nhiên,Machine learning in NLP,,KHMT,CN,,CS324,,,3,1
176,CS225,Lập trình symbolic trong trí tuệ nhân tạo,Symbolic Programming in Artificial Intelligence,,KHMT,CN,,CS314,,,4,0
177,CS226,Ngôn ngữ học máy tính,Computational linguistics,,KHMT,CN,CS213,,,,4,0
178,CS227,Khai thác dữ liệu và ứng dụng,Data Mining and Applications,,KHMT,CN,,CS313,,,3,1
179,CS228,Máy học và ứng dụng,Machine learning and applications,,KHMT,CN,,,,,3,1
180,CS229,Ngữ nghĩa học tính toán,Computational Semantics,,KHMT,CN,,,,CS221,3,1
181,CS231,Nhập môn Thị giác máy tính,Introduction to Computer Vision,,KHMT,CN,,,,,3,1
182,CS232,Tính toán đa phương tiện,Introduction to Multimedia Computing,,KHMT,CN,,,,,3,1
183,CS233,Nhận dạng Thị giác,Visual Pattern Recognition,,KHMT,CN,,,,,3,1
184,CS2433,Lập trình C/C++,C/C++ programming,,HTTT,CSN,,MSIS2433,,,3,1
185,CS301,Chuyên đề nghiên cứu khoa học,Scientific Research Seminar,,KHMT,CN,,,,,4,0
186,CS302,Seminar,Seminar,,KHMT,CN,,,,,3,0
187,CS311,Kỹ thuật lập trình trí tuệ nhân tạo,Artificial intelligence programming techniques,,KHMT,CN,,,,IT003,3,1
188,CS312,Hệ thống đa tác tử,Multi-agent systems,,KHMT,CN,,,,CS110,3,1
189,CS313,Khai thác dữ liệu và ứng dụng,Data mining and applications,,KHMT,CN,,,,IT001IT003,3,1
190,CS314,Lập trình symbolic trong trí tuệ nhân tạo,Symbolic programming in artificial intelligence,,KHMT,CN,CS225,,,,3,1
191,CS315,Máy học nâng cao,Advanced machine learning,,KHMT,CN,CS013,CS223,,CS110,3,1
192,CS316,Các hệ giải bài toán thông minh,Intelligent problem-solving systems,,KHMT,CN,CS408,,,,3,1
193,CS321,Ngôn ngữ học ngữ liệu,Corpus linguistics,,KHMT,CN,,,,IT001,3,1
194,CS322,Biểu diễn tri thức và ứng dụng,Knowledge representation and applications,,KHMT,CN,,CS214,,CS212,4,0
195,CS323,Các hệ thống hỏi-đáp,Question-answering systems,,KHMT,CN,,,,CS221,3,1
196,CS324,Máy học trong xử lý ngôn ngữ tự nhiên,Machine learning in NLP,,KHMT,CN,CS004,CS224,,CS221,3,1
197,CS325,Dịch máy,Machine translation,,KHMT,CN,CS411,,,CS221,3,1
198,CS326,Các kĩ thuật trong xử lý ngôn ngữ tự nhiên,Advanced techniques in natural language processing,,KHMT,CN,CS407,,,CS221,3,1
199,CS331,Thị giác máy tính nâng cao,Advanced Computer Vision,,KHMT,CN,,,,CS231,3,1
200,CS332,Máy học trong Thị giác Máy tính,Machine Learning in Computer Vision,,KHMT,CN,,,,,3,1
201,CS333,Đồ họa game,Computer Graphics in Game,,KHMT,CN,,,,,2,1
202,CS334,Lập trình tính toán hình thức,Programming for formal computing,,KHMT,CN,,,,,3,1
203,CS335,Tìm Kiếm Ảnh và Video,Image and Video Search,,KHMT,CNTC,,,,IT001,3,1
204,CS336,Truy vấn thông tin đa phương tiện,Multimedia Information Retrieval,,KHMT,CN,,,,,3,1
205,CS3363,Tổ chức ngôn ngữ lập trình,Organization of programming languages,,HTTT,ĐC,,MSIS207,,,3,1
206,CS337,Xử lý âm thanh và tiếng nói,Speech and Audio Signal Processing,,KHMT,CN,,,,IT003,3,1
207,CS3373,Lập trình hướng đối tượng nâng cao cho môi trường windows,Advanced object-oriented programming for Windows,,HTTT,CSN,,IEM5723,,,3,1
208,CS338,Nhận dạng,Pattern Recognition,,KHMT,CN,,,,,3,1
209,CS339,Xử lý văn bản Y khoa,Natural language processing with health focus,,KHMT,CNTC,,,,,3,1
210,CS3423,Cấu trúc tập tin,File structure,,HTTT,CSN,,CS4153,,,3,1
211,CS3443,Hệ thống máy tính,Computer Systems,,HTTT,CSN,,,,,3,0
212,CS351,Chuyên đề NCKH 1,Scientific Research 1,,KHMT,CN,,,,,4,0
213,CS3513,Phương pháp số cho máy tính kỹ thuật số,Numerical methods for digital computers,,HTTT,CNTC,,,,,3,0
214,CS352,Chuyên đề NCKH 2,Scientific Research 2,,KHMT,CN,,,,,4,0
215,CS3613,Cơ sở tính toán,Theoretical foundations of computing,,HTTT,CNCS,,STAT3013,,,3,1
216,CS3653,Toán rời rạc cho máy tính,Discrete Mathematics for computer,,HTTT,ĐC,,,,MATH2154,3,0
217,CS371,Seminar chuyên đề 1,Seminar 1,,KHMT,CN,,,,,2,0
218,CS372,Seminar chuyên đề 2,Seminar 2,,KHMT,CN,,,,,2,0
219,CS401,Công nghệ Java,Java technology,,KHMT,CĐTN,,,,,3,1
220,CS402,Phân tích thiết kế HTTT quản lý,Management-information system analysis and design,,KHMT,CN,,,,,3,0
221,CS403,Các dịch vụ web,Web services,,KHMT,CN,,,,,3,0
222,CS404,Công nghệ đa tác tử (Muli-Agent),Multi-agent technology,,KHMT,CĐTN,,CS312,,,4,0
223,CS405,Logic mờ và ứng dụng,Fuzzy logic and applications,,KHMT,CĐTN,,,,,3,1
224,CS406,Xử lý ảnh và ứng dụng,Image processing and applications,,KHMT,CĐTN,,,,,3,1
225,CS407,Các kỹ thuật trong xử lý NNTN,Advanced Techniques in Natural Language Processing,,KHMT,CĐTN,,CS326,,,4,0
226,CS408,Các hệ giải toán thông minh,Intelligent Problem-Solving Systems,,KHMT,CĐTN,,CS316,,,4,0
227,CS409,Hệ suy diễn mờ,Fuzzy inference systems,,KHMT,CĐTN,,,,,3,1
228,CS410,Mạng neural và thuật giải di truyền,Neural netwok and genetic algorithms,,KHMT,CĐTN,,,IT003,,3,1
229,CS411,Dịch máy,Machine Translation,,KHMT,CĐTN,,CS325,,,4,0
230,CS412,Web ngữ nghĩa,Sematic web,,KHMT,CĐTN,,,,CS221,3,1
231,CS414,Lý thuyết automat và ứng dụng,Automata theory and applications,,KHMT,CĐTN,,,,MA004,3,1
232,CS4143,Đồ họa máy tính,Computer graphics,,HTTT,CNTC,,,,,3,0
233,CS415,Mã hóa thông tin,Encoding information,,KHMT,CĐTN,,,,,3,1
234,CS4153,Phát triển ứng dụng trên di động,Mobile Applications Development,,HTTT,CN,,,,CS2133,3,0
235,CS417,Nhận dạng,Pattern recognition,,KHMT,CN,,,,,2,1
236,CS418,Trực quan máy tính,Visual computing,,KHMT,CĐTN,,,,,3,1
237,CS419,Truy xuất thông tin,Information retrieval,,KHMT,CĐTN,,,,CS114,3,1
238,CS420,Các vấn đề chọn lọc trong Thị giác máy tính,Selected Topics in computer Vision,,KHMT,CĐTN,,,,CS231,3,1
239,CS421,Khai thác dữ liệu đa phương tiện,Khai thác dữ liệu đa phương tiện,,KHMT,CĐTN,,,,,3,1
240,CS4243,Thuật toán và tiến trình trong an toàn máy tính,Algorithms and processes in computer security,,HTTT,CSN,,,,CS4283,3,0
241,CS4273,Nhập môn Công nghệ phần mềm,Software engineering,,HTTT,CNCS,,,,,3,1
242,CS4283,Mạng máy tính,Computer network,,HTTT,ĐC,,,,,3,0
243,CS431,Các kĩ thuật học sâu và ứng dụng,Deep Learning and Applications,,KHMT,CĐTN,,,,IT001IT002,2,1
244,CS4323,Hệ điều hành,Design and Inplementation of Operating system,,HTTT,ĐC,,,,CS2134CS3653,3,0
245,CS4343,Cấu trúc dữ liệu và giải thuật,Data structure and algorithm Analysis,,HTTT,ĐC,,,CS2134,,3,1
246,CS4344,An ninh mạng,Cyber Security,,HTTT,CSN,,,,,3,0
247,CS4793,Trí tuệ nhân tạo,Artificial intelligence,,HTTT,CNCS,,MKTG5883,,,3,1
248,CS4883,Các vấn đề xã hội trong tính toán,Social issues in computing,,HTTT,CNTC,,,,,3,0
249,CS5000,Luận văn,Thesis,,HTTT,KLTN,,,,,10,0
250,CS501,Khóa luận tốt nghiệp,Thesis,,KHMT,KLTN,,,,,10,0
251,CS502,Các công nghệ web và ứng dụng,Web technology and applications,,KHMT,CN,,SE341,,,2,0
252,CS503,Môn tốt nghiệp KHMT 2,Computer science,,KHMT,CN,,,,IT003,3,0
253,CS5030,Thực tập tốt nghiệp,Internship,,HTTT,TTTN,,,,,3,0
254,CS5031,Thực tập doanh nghiệp,Internship,,HTTT,TN,,,,,2,0
255,CS504,Công nghệ .NET,.Net technology,,KHMT,CN,,SE310,,,3,1
256,CS505,Khoá luận tốt nghiệp,Thesis,,KHMT,KLTN,,,,,10,0
257,CS506,Chuyên đề J2EE,J2EE,,KHMT,CN,,SE325,,,3,1
258,CS507,Hệ điều hành Linux,Linux operating systems,,KHMT,CN,,NT103,,,3,1
259,CS508,Lập trình cơ sở dữ liệu,Database programming,,KHMT,CN,,IS203,,,3,1
